scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,market_sentiment,crypto_influence,stock_downfall_rate,stock_increase_rate,factors_affecting,investor_count,expected_profit
Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,284,2,Basant Bafna,-,-,-,-,-,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,,,Positive,High,7.25,1.52,Market Trends,55200,5.66
Motilal Oswal Balance Advantage Fund,500,500,1.19,667,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6,Positive,Low,0.16,12.71,Inflation,94063,7.78
Motilal Oswal Equity Hybrid Fund,500,500,0.94,385,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,Negative,Low,3.41,7.97,Government Policies,58415,13.12
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332,9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9,Negative,High,8.19,12.63,Inflation,19074,14.68
Motilal Oswal Focused Fund,500,500,1,1643,10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6,Positive,Low,6.03,8.7,Global Events,16549,5.68
Motilal Oswal Large and Midcap Fund,500,500,0.73,1415,3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,,Negative,Medium,3.37,8.4,Interest Rates,30963,19.19
Motilal Oswal Liquid Fund,500,500,0.21,484,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,,Positive,Low,9.06,1.58,Government Policies,92456,17.63
Motilal Oswal Long Term Equity Fund,500,500,0.8,2187,8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25,10,Positive,Medium,7.73,2.51,Government Policies,97362,9.45
Motilal Oswal Midcap Fund,500,500,0.87,3769,9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34,16.4,Neutral,Medium,2.65,14.58,Global Events,53265,6.16
Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.1,3378,4,Swapnil Mayekar,1.18,-,22.3,-,0.77,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,,Negative,Low,6.45,3.43,Inflation,17061,7.55
Motilal Oswal Nifty 50 Index Fund,500,500,0.14,234,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,26,,Positive,High,5.96,14.66,Interest Rates,59226,6.9
Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,,Positive,Medium,4.01,7.98,Inflation,29810,6.85
Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332,4,Swapnil Mayekar,2.02,0,25.4,1,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25,,Negative,High,3.67,2.04,Market Trends,61006,12.78
Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,,Neutral,Medium,3.44,1.49,Inflation,23800,8.69
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118,3,Swapnil Mayekar,1.67,-4.95,18,0.98,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,,Neutral,Low,6.17,3.13,Government Policies,76476,10.37
Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,,Positive,Low,4.42,13.88,Interest Rates,70460,19.84
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8,Negative,Medium,8.32,6.21,Inflation,58767,15.26
Navi 3 In 1 Fund,500,1000,0.34,15,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4,Neutral,Low,6.7,5.93,Interest Rates,29054,19.23
Navi ELSS Tax Saver Fund,500,500,0.4,56,7,Aditya Mulki,-,-,-,-,-,6,Navi Mutual Fund,2,Equity,ELSS Mutual Funds,1.3,23.4,10.5,Negative,Medium,0.7,4.7,Interest Rates,76319,7.14
Navi Equity Hybrid Fund,500,10,0.42,82,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,19.7,,Negative,Low,6.4,2.21,Market Trends,46397,10.73
Navi Flexi Cap Fund,500,10,0.43,202,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,25.9,,Positive,High,2.71,7.32,Market Trends,14233,13.32
Navi Large & Midcap Fund,500,10,0.35,234,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7,Neutral,Low,5.93,1.95,Government Policies,91020,6.15
Navi Large Cap Equity Fund,500,1000,0.31,91,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4,Positive,High,6.8,12.53,Global Events,26068,5.06
Navi Regular Savings Fund,500,10,0.39,26,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5,Neutral,Low,2.31,5.56,Interest Rates,66727,15.06
Navi Ultra Short Term Fund,500,1000,0.73,11,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,Neutral,High,4.57,5.62,Global Events,91610,14.63
Nippon India Arbitrage Fund,100,5000,0.21,9234,10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7,Neutral,Low,1.9,7.11,Government Policies,71453,11.16
Nippon India Balanced Advantage Fund,100,100,0.65,6593,10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.3,17.1,10.1,Neutral,High,0.52,6.66,Interest Rates,26832,12.34
Nippon India Banking & PSU Debt Fund,100,5000,0.33,4008,8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4,Neutral,Medium,3.78,14.92,Interest Rates,87242,11.23
Nippon India Banking&Financial Services-DirGrowth,100,5000,1.32,3826,10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5,Negative,Medium,3.63,8.18,Global Events,14682,5.36
Nippon India Consumption Fund,100,5000,1.76,312,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6,Positive,High,9.95,1.32,Inflation,93298,10.03
Nippon India Corporate Bond Fund,100,5000,0.32,1701,10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7,Negative,Low,4.46,9.1,Market Trends,24383,7.66
Nippon India Credit Risk Fund,100,500,1,927,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4,Neutral,High,3.34,2.27,Inflation,59160,6.48
Nippon India Dynamic Bond Fund,100,5000,0.28,3340,10,Pranay Sinha,0.46,0.97,4.28,2,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7,Positive,Low,5.8,0.46,Global Events,94332,19.35
Nippon India Equity Hybrid Fund,100,500,1.31,2764,10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9,Neutral,Medium,0.89,14.56,Market Trends,24666,13.99
Nippon India Equity Savings Fund,100,5000,0.69,178,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3,Positive,Low,9.62,11.6,Inflation,59817,15.93
Nippon India Floating Rate Fund,100,5000,0.27,7288,10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1,Negative,Medium,6.35,14.7,Market Trends,92198,9.73
Nippon India Focused Equity Fund,100,5000,1.2,5929,10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33,11.9,Positive,Low,7.55,7.17,Interest Rates,35642,10.9
Nippon India Gold Savings Fund,100,100,0.19,1447,10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1,Positive,Low,1.7,7.98,Inflation,42830,8.55
Nippon India Growth Fund,100,100,1.09,13409,10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5,Positive,Low,4.09,2.53,Market Trends,11234,6.45
Nippon India GSF – Direct Growth,100,5000,0.63,1158,10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3,Positive,High,4.23,3.7,Market Trends,58616,7.69
Nippon India Hybrid Bond Fund,100,5000,1.26,716,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4,Positive,High,8.22,12.58,Market Trends,10221,16.96
Nippon India Income Fund,100,5000,0.58,238,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6,5.8,7.9,Neutral,Medium,0.01,5.34,Inflation,12410,15.16
Nippon India Index Fund,100,5000,0.15,374,10,Mehul Dama,3.23,-1.01,16.9,1,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13,Positive,Medium,3.01,12.4,Government Policies,81055,13.2
Nippon India Index Fund,100,100,0.2,638,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26,11.9,Positive,High,9.81,10.64,Inflation,62413,12.13
Nippon India Large Cap Fund,100,100,1.01,12524,10,Sailesh Raj Bhan,3.01,2.97,17.74,1,1.44,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,29.5,12.6,Negative,Medium,4.75,2.66,Global Events,2051,18.84
Nippon India Liquid Fund,100,1000,0.2,25358,10,Anju Chhajer,4.53,1.5,0.39,0.83,1.01,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,Positive,High,3.83,7.61,Inflation,76301,6.09
Nippon India Low Duration Fund,100,500,0.37,6232,10,Anju Chhajer,2.8,2.56,0.98,0.58,1.82,2,Nippon India Mutual Fund,4,Debt,Low Duration Funds,5.3,6.2,6.5,Negative,Low,1.2,10.16,Market Trends,77918,9.21
Nippon India Money Market Fund,100,500,0.21,10718,10,Anju Chhajer,5.44,2.79,0.56,1.21,2.11,3,Nippon India Mutual Fund,5,Debt,Money Market Funds,5.7,5.3,6.3,Neutral,Medium,9.74,3.53,Interest Rates,79116,10.25
Nippon India Multi Cap Fund,100,100,1.12,14091,10,Sailesh Raj Bhan,3.33,6.54,19.22,0.99,1.55,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2,Positive,Medium,0.2,12.46,Inflation,57563,16.74
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,100,100,0.02,148,4,Mehul Dama,1.75,-4.27,18.26,0.99,0.99,6,Nippon India Mutual Fund,2,Other,FoFs Domestic,-5.8,21.8,,Negative,High,7.37,8.17,Inflation,98859,19.89
Nippon India Overnight Fund,100,100,0.08,8861,4,Anju Chhajer,0.4,0.63,0.35,0.46,0.07,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,,Negative,Medium,7.69,2.48,Market Trends,45757,8.61
Nippon India Pharma Fund,100,5000,1.17,4267,10,Sailesh Raj Bhan,2.09,2.71,20.6,0.95,0.99,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7,24.7,15.6,Neutral,Medium,2.44,8.74,Interest Rates,78475,18.11
Nippon India Power & Infra Fund,100,5000,1.58,1871,10,Sanjay Doshi,3.52,9.72,19.09,0.7,1.67,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,37.2,10.1,Positive,Low,6.72,15,Interest Rates,52257,17.46
Nippon India Quant Fund,100,5000,0.54,34,10,Ashutosh Bhargava,2.91,2.11,14.96,0.84,1.47,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5,26.9,11.9,Positive,Medium,0.93,2.26,Global Events,96500,8.37
Nippon India Retirement Fund,500,500,0.85,172,8,Pranay Sinha,1.38,-0.72,4.79,0.61,0.76,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4,8.4,7.4,Negative,Low,2.57,12.25,Inflation,1307,10.99
Nippon India Retirement Fund,500,500,1.03,2233,8,Pranay Sinha,3.35,-0.56,16.26,0.95,1.34,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7,Positive,High,7.88,3.11,Interest Rates,57889,11.15
Nippon India Short Term Fund,100,100,0.34,5147,10,Sushil Budhia,2.42,4.95,1.6,1.94,1.47,3,Nippon India Mutual Fund,4,Debt,Short Duration Funds,4.3,6.7,7.2,Negative,Medium,8.65,11.74,Interest Rates,69895,19.67
Nippon India Small Cap Fund,100,5000,0.86,23910,10,Samir Rachh,4.2,10.01,19.31,0.89,2.06,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,47.6,16.8,Positive,Low,6.08,11.02,Government Policies,96184,7.71
Nippon India Strategic Debt Fund,100,5000,1.4,151,9,Sushil Budhia,2.12,4.14,8.43,0.16,0.5,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,-0.9,Negative,High,5.07,4.51,Government Policies,36944,16.99
Nippon India Tax Saver (ELSS) Fund,500,500,1.18,11210,10,Rupesh Patel,2.75,0.53,17.25,0.98,1.37,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5,Positive,Medium,1.59,4.89,Interest Rates,39134,10.01
Nippon India US Equity Opportunities Fund,100,100,1.22,534,8,Kinjal Desai,1.33,-,19.57,-,0.67,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3,Neutral,High,0.63,11.89,Global Events,28323,15.96
Nippon India USD Fund,100,100,0.38,5114,10,Vivek Sharma,3.13,3.47,1.79,0.53,1.54,3,Nippon India Mutual Fund,5,Debt,Ultra Short Duration Funds,5.9,7,5.9,Positive,Medium,1.18,6.92,Interest Rates,72762,11.3
Nippon India Value Fund,100,500,1.21,4641,10,Meenakshi Dawar,3.34,4.25,16.97,0.97,1.54,6,Nippon India Mutual Fund,3,Equity,Value Funds,0,30.3,12.2,Positive,High,2.27,10.96,Market Trends,88225,13.68
Nippon India Vision Fund,100,5000,1.55,3024,10,Amar Kalkundrikar,3.41,2.62,15.86,0.91,1.48,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3,Neutral,High,3.42,2.22,Inflation,97507,17.49
Parag Parikh Flexi Cap Fund,1000,1000,0.75,29953,10,Rajeev Thakkar,3.06,10.65,14.53,0.7,1.86,6,PPFAS Mutual Fund,5,Equity,Flexi Cap Funds,2.3,33.6,17.6,Positive,Low,3.81,12.79,Global Events,26954,17.06
Parag Parikh Liquid Fund,1000,5000,0.17,1456,5,Raj Mehta,0.59,0.87,0.34,0.62,0.13,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4,,Neutral,High,3.46,10.66,Market Trends,56021,18
Parag Parikh Tax Saver Fund,1000,500,0.8,1147,4,Rajeev Thakkar,4.17,12.64,12.88,0.62,2.11,6,PPFAS Mutual Fund,5,Equity,ELSS Mutual Funds,8,33,,Positive,Medium,2.39,13.6,Global Events,90959,5.89
PGIM India Arbitrage Fund,1000,5000,0.33,168,9,Utkarsh Katkoria,0.85,1.06,0.7,0.41,0.73,1,PGIM India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,4.5,5.2,Negative,Medium,5.1,1.99,Market Trends,96927,15.38
PGIM India Banking&PSU Debt Fund,1000,5000,0.25,53,10,Puneet Pal,2.06,3.87,1.73,1.62,0.99,2,PGIM India Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.1,6.4,7.1,Negative,Low,8.25,8.9,Inflation,80866,7.1
PGIM India Corporate Bond Fund,1000,5000,0.29,49,10,Puneet Pal,2.99,1.95,1.74,0.58,1.21,2,PGIM India Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.3,6.8,6.9,Positive,Medium,2.8,8.99,Inflation,71427,11.24
PGIM India Dynamic Bond Fund,1000,5000,0.36,135,10,Puneet Pal,0.89,1.08,1.93,0.85,0.68,2,PGIM India Mutual Fund,3,Debt,Dynamic Bond,4.6,5.7,7.4,Positive,Medium,9.42,5.3,Government Policies,5992,13.23
PGIM India Elss Tax Saver Fund,500,500,1,451,7,Srinivas Rao Ravuri,3.32,4.67,16.01,0.92,1.64,6,PGIM India Mutual Fund,4,Equity,ELSS Mutual Funds,2.9,31.8,13.7,Positive,Medium,8.73,6.88,Market Trends,2961,11.04
PGIM India Equity Savings Fund,1000,5000,0.42,143,10,Anandha Padmanabhan Anjen,4.61,4.09,4.51,0.6,1.86,2,PGIM India Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,4.3,12.6,8,Negative,High,1.62,0.57,Government Policies,13497,12.79
PGIM India Flexi Cap Fund,1000,100,0.4,5199,8,Aniruddha Naha,3.13,5.27,17.81,0.99,1.6,6,PGIM India Mutual Fund,5,Equity,Flexi Cap Funds,-2.3,34,15.7,Positive,High,7.86,11.19,Market Trends,33551,19.95
PGIM India GEO Fund,1000,5000,1.44,1336,10,Rahul Jagwani,1.01,-,25.79,-,0.55,6,PGIM India Mutual Fund,0,Other,FoFs Overseas,-7.9,18.9,14.1,Negative,Medium,5.75,8.24,Government Policies,77384,7.03
PGIM India Gilt Fund,1000,5000,0.39,135,10,Puneet Pal,0.74,0.65,2.16,0.47,0.54,3,PGIM India Mutual Fund,3,Debt,Gilt Mutual Funds,4.2,5.3,7,Neutral,Low,5.67,0.87,Inflation,56755,15.13
PGIM India Hybrid Equity Fund,1000,5000,0.68,217,10,Vivek Sharma,2.6,2.02,12.12,0.78,1.35,6,PGIM India Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,4,20.6,9,Negative,High,3.91,10.21,Global Events,14255,10.94
PGIM India Large Cap Fund,1000,5000,0.98,427,10,Srinivas Rao Ravuri,2.87,-0.62,15.14,0.89,1.28,6,PGIM India Mutual Fund,2,Equity,Large Cap Mutual Funds,4.7,24.1,10.9,Negative,Low,5.01,7,Government Policies,5567,7
PGIM India Liquid Fund,1000,100,0.17,809,10,Puneet Pal,4.88,1.42,0.38,0.76,1.07,2,PGIM India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,Neutral,Medium,3.97,0.52,Market Trends,49847,7.38
PGIM India Low Duration Fund,1000,5000,0.35,97,10,Puneet Pal,0.05,0.46,1.43,0.27,0.07,2,PGIM India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2,Negative,Medium,5.4,14.54,Market Trends,49003,19.24
PGIM India Midcap Opportunities Fund,1000,5000,0.46,7707,9,Aniruddha Naha,4.61,6.9,18.52,0.97,1.92,6,PGIM India Mutual Fund,5,Equity,Mid Cap Mutual Funds,2,42.9,19,Positive,High,6.28,14.24,Inflation,21389,18.19
PGIM India Money Market Fund,1000,5000,0.15,235,3,Puneet Pal,5.23,2.48,0.5,1.14,1.92,2,PGIM India Mutual Fund,4,Debt,Money Market Funds,5.7,5.1,,Positive,Medium,6.74,7.69,Market Trends,45523,18.61
PGIM India Overnight Fund,1000,100,0.12,75,4,Puneet Pal,0.95,0.67,0.33,0.46,0.16,1,PGIM India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,,Negative,High,5.32,1.41,Interest Rates,62576,19.87
PGIM India Short Duration Fund,1000,5000,0.5,29,10,Puneet Pal,2.05,3.73,1.49,1.62,1.04,2,PGIM India Mutual Fund,3,Debt,Short Duration Funds,4.5,6.3,4.6,Positive,Medium,7.21,11.32,Global Events,44919,8.12
PGIM India Ultra Short Duration Fund,1000,25000,0.25,405,10,Puneet Pal,4.43,2.45,0.53,1.08,1.9,2,PGIM India Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,7.3,Negative,Medium,1.41,7.38,Government Policies,83103,10.33
Quant Absolute Fund,1000,5000,0.56,1013,10,Sanjeev Sharma,3.75,16.98,14.41,0.73,2.12,6,Quant Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,7.3,38.2,19.1,Positive,High,2.12,4.54,Global Events,4358,15.04
Quant Active Fund,1000,5000,0.58,3531,10,Sanjeev Sharma,3.33,13.82,19.65,0.97,1.87,6,Quant Mutual Fund,0,Equity,Multi Cap Funds,1,45.5,19.9,Positive,High,8.19,7.37,Inflation,89535,12.26
Quant Flexi Cap Fund,1000,5000,0.58,1044,10,Vasav Sahgal,3.65,15.93,19.16,0.91,1.94,6,Quant Mutual Fund,5,Equity,Flexi Cap Funds,6.8,47.7,18.2,Negative,High,3.23,7.84,Government Policies,77524,11.28
Quant Focused Fund,1000,5000,0.57,219,10,Sanjeev Sharma,3.14,8.6,17.34,0.85,1.61,6,Quant Mutual Fund,5,Equity,Focused Funds,5.2,33.7,13.1,Positive,Medium,0.23,8.44,Government Policies,98057,10.37
Quant Infrastructure Fund,1000,5000,0.64,822,10,Vasav Sahgal,3.44,27.24,19.24,0.53,2.3,6,Quant Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.6,61.5,21.1,Negative,Medium,1.54,6.62,Interest Rates,6698,13.91
Quant Large and Mid Cap Fund,1000,5000,0.56,652,10,Sanjeev Sharma,3.12,6.57,17.72,0.88,1.51,6,Quant Mutual Fund,5,Equity,Large & Mid Cap Funds,6.9,33,14.2,Positive,Low,2.24,9.09,Inflation,67809,13.63
Quant Liquid Plan – Direct Growth,1000,5000,0.29,1561,10,Sanjeev Sharma,8.6,1.58,0.27,0.47,3.52,2,Quant Mutual Fund,5,Debt,Liquid Mutual Funds,5.6,4.9,5.9,Positive,High,9.57,13.78,Market Trends,94079,7.42
Quant Mid Cap Fund,1000,5000,0.63,1550,10,Sanjeev Sharma,3.58,11.21,18.73,0.86,1.95,6,Quant Mutual Fund,5,Equity,Mid Cap Mutual Funds,8.8,45.1,19.8,Neutral,Medium,5.73,5.43,Interest Rates,56805,12.08
Quant Multi Asset Fund,1000,5000,0.56,634,10,Vasav Sahgal,3.23,19.52,18.63,0.75,1.79,6,Quant Mutual Fund,5,Hybrid,Multi Asset Allocation Mutual Funds,10.6,42.6,20.5,Neutral,Medium,9.33,10.89,Interest Rates,32349,13.3
Quant Small Cap Fund,1000,5000,0.64,3301,10,Sanjeev Sharma,3.71,19.16,24.75,0.99,2.11,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,23.2,Negative,High,5.75,13.42,Global Events,77777,13.55
Quant Tax Plan- Direct Growth,500,500,0.57,2779,10,Vasav Sahgal,3.5,17.63,19.74,0.96,2.03,6,Quant Mutual Fund,5,Equity,ELSS Mutual Funds,0.9,54.9,22.2,Neutral,Low,4.79,6.84,Global Events,51248,8.15
Quantum Dynamic Bond Fund,500,500,0.61,85,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9,Negative,High,3.14,6.65,Global Events,76033,16.13
Quantum Equity Fund,500,500,0.51,88,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1,Neutral,Low,6.06,9.03,Interest Rates,99239,5.38
Quantum Gold Savings Fund,500,500,0.06,83,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13,Positive,Medium,1.39,8.87,Market Trends,45041,10.32
Quantum Liquid Fund,500,5000,0.15,628,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4,4.9,Negative,Low,8.98,12.1,Government Policies,32954,16.7
Quantum Long Term Equity Value Fund,500,500,1.29,837,17,George Thomas,3,2.04,15.72,0.9,1.42,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8,Negative,Medium,8.29,7.15,Global Events,9002,13.46
Quantum Multi Asset Fund,500,500,0.1,49,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,4,Quantum Mutual Fund,3,Other,FoFs Domestic,5.5,12.4,8.1,Positive,High,3.18,14.94,Market Trends,70783,8.92
Quantum Tax Saving Fund,500,500,1.29,115,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,6,Quantum Mutual Fund,3,Equity,ELSS Mutual Funds,2.9,26.6,8.9,Negative,High,9.53,0.89,Inflation,88234,15.42
SBI Arbitrage Opportunities Fund,500,5000,0.36,8800,10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,1,SBI Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,4.5,5.4,Negative,High,8.25,0.05,Global Events,20738,13.51
SBI Banking & Financial Services Fund,500,5000,0.78,3747,8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,6,SBI Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5,Neutral,Low,6.66,9.6,Government Policies,11703,16.94
